Packet,Epoch,Hadamard_Row,DAC0,DAC1,DAC2,DAC3,DAC4,DAC5,DAC6,DAC7,J+,J-,Delta_J,Scaled_Update
1089,36120,232,1842,1056,7,4095,4093,3727,923,16,-19768,16315,43601,-18748
1090,33560,72,1803,1200,7,4092,4086,3727,1179,16,21202,18876,43761,5818
1091,34327,24,1871,1520,7,4095,4093,3727,1435,16,-32049,18108,43809,-6467
1092,33048,200,1846,1312,1031,4094,4091,3727,1691,16,13002,19388,-21647,14018
1093,33560,168,1831,736,2311,4095,4094,3727,1947,16,4812,18876,-21615,22208
1094,34072,200,1843,1008,1031,4095,4094,3743,155,16,13006,19388,-21583,30402
1095,34072,200,1867,1120,1287,0,0,3728,411,0,13006,19388,-21583,30402
1096,33560,168,1846,608,7,1,2,3728,667,0,21200,18876,-21615,-26940
1097,33048,200,1835,816,2055,4095,4094,3743,923,16,13010,18364,-21583,30406
1098,34328,24,1823,944,1031,4094,4091,3743,1179,16,-7475,17083,43873,-14645
1099,35608,200,1834,96,1031,2,5,3728,1435,0,13000,15804,-21583,30416
1100,40215,232,1803,2032,3079,4088,4078,3743,1691,16,21210,11197,43665,22206
1101,32021,232,1883,688,8,4083,4064,3743,1947,16,21178,19391,43153,22238
1102,32277,248,1911,1776,2055,0,1,3744,155,0,25275,19647,43169,26335
1103,34836,88,1838,1696,1031,4092,4086,3759,411,16,-15675,22206,43009,-14615
1104,36116,168,1899,1184,263,2,5,3744,667,0,29376,23486,43089,30436
1105,37396,88,1887,1968,1031,4094,4091,3759,923,16,-15685,24766,43009,-14625
1106,30739,184,1910,416,3080,4085,4070,3759,1179,16,25301,31424,43425,9925
1107,29715,248,2106,480,3080,1,4,3744,1435,0,8921,32448,43361,26305
1108,30483,40,2070,32,1032,1,3,3744,1691,0,21212,31680,-22223,14014
1109,23313,232,2098,1888,3079,11,28,3744,1947,0,4800,-26686,42865,30426
1110,23313,232,1870,1248,7,0,0,3760,155,0,4800,-26686,42865,30426
1111,23825,200,1899,1440,263,1,2,3760,411,0,-3390,-26175,42833,22236
1112,27408,168,1818,1840,1799,4090,4082,3775,667,16,4788,-22591,-22479,30414
1113,29456,40,1879,544,1287,3,8,3760,923,0,-27988,-20543,-22607,-2362
1114,29713,56,1811,352,3335,4095,4095,3775,1179,16,-32085,-20799,-22623,1735
1115,29968,40,1650,1648,2822,0,1,3760,1435,0,-27990,-21055,-22607,-2360
1116,30992,104,1822,800,3079,4094,4092,3775,1691,16,-11602,-22079,-22671,-18748
1117,30736,120,1859,1136,3079,4095,4095,3775,1947,16,-7507,-21823,-22687,-22843
1118,31248,152,1830,352,7,1,2,3776,155,0,687,-21310,-22655,-14649
1119,24338,72,1818,1632,1030,11,27,3776,411,0,-19820,-28221,-22223,30380
1120,23826,40,1631,1696,1286,4095,4094,3791,667,16,-11626,-28733,-22255,-26962
1121,24082,24,1603,1120,3334,4095,4095,3791,923,16,-7531,-28477,-22271,-22867
1122,22290,168,1566,1200,774,4093,4089,3791,1179,16,21148,-26684,43377,13990
1123,30224,184,1610,240,2823,4083,4065,3791,1435,16,17021,30918,43873,18117
1124,27920,40,1850,1824,2055,4092,4087,3791,1691,16,-19852,-32315,44017,-10546
1125,27664,56,1898,1504,3079,0,1,3776,1947,0,-15757,-32059,44001,-14641
1126,27664,56,1854,944,775,0,0,3792,155,0,-15757,-32059,44001,-14641
1127,26385,136,1826,1056,7,4094,4091,3807,411,16,4718,32198,44081,5834
1128,32015,232,1663,240,7,4087,4074,3807,667,16,-19880,-27708,-21103,-18764
1129,32015,232,1655,1888,262,0,0,3792,923,0,-19880,-27708,-21103,-18764
1130,31247,184,1855,688,1031,1,3,3792,1179,0,-7589,-26940,-21055,-31055
1131,37390,56,1811,1824,262,10,24,3792,1435,0,25155,32454,44865,1737
1132,36878,24,1835,416,263,1,2,3792,1691,0,16961,-32570,44897,9931
1133,36878,24,1627,1456,6,0,0,3792,1947,0,16961,-32570,44897,9931
1134,37390,56,1603,816,6,1,2,3808,155,0,25155,-32058,44929,18125
1135,34574,232,1646,544,3078,4,11,3808,411,0,4664,30663,45105,-2366
1136,34319,216,1582,816,2822,4095,4095,3823,667,16,8761,30407,45089,1731
1137,33806,248,1590,608,6,1,2,3808,923,0,571,29895,45121,-6459
1138,40464,152,1539,1328,5,11,26,3808,1179,0,25121,23237,44705,-31009
1139,40720,136,1542,176,2822,4095,4095,3823,1435,16,29216,22981,44721,30432
1140,41232,168,1363,1056,261,1,2,3808,1691,0,-28126,22469,44689,22238
1141,40720,200,1362,1072,3845,0,2,3808,1947,0,-19936,22981,44657,14048
1142,42768,72,1318,1376,5,4093,4088,3839,155,16,12840,25030,-20751,-18712
1143,40721,200,1310,1264,3845,4092,4088,3839,411,16,-19936,22982,-20623,14048
1144,41233,232,1322,816,1797,4095,4094,3839,667,16,-28130,23494,-20591,5854
1145,43025,120,1335,96,261,3,7,3824,923,0,535,25287,-20703,-31017
1146,42769,104,1322,496,2821,0,1,3824,1179,0,4632,25543,-20687,30422
1147,39954,24,1283,1120,3333,4091,4085,3839,1435,16,25123,28358,44673,9931
1148,43793,8,1283,1568,261,4090,4081,3839,1691,16,21042,24519,-21103,14012
1149,40976,184,1282,1120,3077,4091,4085,3839,1947,16,551,27336,-21279,-31033
1150,40464,152,1298,416,2053,4095,4094,3855,155,16,-7643,26823,-21311,26309
1151,40720,136,1359,1312,3333,4095,4095,3855,411,16,-11738,27079,-21327,22214
1152,42000,216,1395,1312,261,2,5,3840,667,0,-32223,28359,-21247,1729
1153,43536,120,1302,880,3845,4093,4090,3855,923,16,-7653,29895,-21343,26299
1154,42256,40,1303,816,1029,4094,4091,3855,1179,16,12832,31176,-21263,5814
1155,41744,72,1314,304,3845,0,2,3840,1435,0,4642,31688,-21295,14004
1156,37649,72,1294,1840,2821,4089,4080,3855,1691,16,4626,-29753,44497,14020
1157,38161,40,1374,1648,1797,4095,4094,3855,1947,16,-3564,-30266,44529,22210
1158,39697,136,1355,1776,3077,4093,4090,3871,155,16,21018,-28729,44625,-18744
1159,40721,72,1391,1328,3077,1,4,3856,411,0,4638,-27705,44561,30412
1160,40209,40,1358,944,773,1,2,3856,667,0,12832,-28217,44529,-26930
1161,39953,56,1303,432,3077,4095,4095,3871,923,16,8737,-28473,44545,-31025
1162,33808,184,1310,1968,772,10,24,3856,1179,0,-24007,-22328,44929,1719
1163,27665,56,1147,304,2053,4086,4072,3871,1435,16,8785,-16185,44545,-31073
1164,27153,24,1130,1456,3844,0,2,3856,1691,0,591,-15673,44577,-22879
1165,27153,24,1302,304,773,0,0,3856,1947,0,591,-15673,44577,-22879
1166,29202,152,1143,1056,1284,3,8,3872,155,0,-32169,-13625,44705,9897
1167,31761,248,1062,1648,3844,4091,4086,3887,411,16,-7583,-11066,-20991,-31053
1168,30993,200,1123,1824,260,4095,4093,3887,667,16,4708,-11833,-21039,-18762
1169,31505,168,1039,352,2308,4095,4094,3887,923,16,12898,-11321,-21071,-10572
1170,27664,184,1026,1504,1028,4090,4081,3887,1179,16,8817,-7480,44705,-6491
1171,29712,56,1034,944,3844,4092,4088,3887,1435,16,-23959,-9528,44833,26285
1172,29200,24,1027,224,1284,4095,4094,3887,1691,16,-32153,-9016,44865,-31057
1173,28944,40,1135,1632,2308,0,1,3872,1947,0,-28058,-8760,44849,30384
1174,30224,120,1034,672,4,4094,4091,3903,155,16,-7573,-7480,44929,-14667
1175,26897,72,1059,1824,260,4091,4083,3903,411,16,-19874,-10807,-20399,-26968
1176,29456,232,1298,1312,5,4092,4086,3903,667,16,4692,-8247,-20239,-2402
1177,30225,184,1358,928,1029,1,3,3888,923,0,16977,-7479,-20287,9883
1178,29456,136,1322,352,1029,1,3,3888,1179,0,29268,-6711,-20239,-2408
1179,31760,248,1138,816,3844,3,9,3888,1435,0,587,-9014,45441,26273
1180,30224,152,1110,736,2052,2,6,3888,1691,0,-23995,-7479,45537,-14681
1181,29200,216,1058,880,2820,4094,4092,3903,1947,16,-7615,-6455,45473,-31061
1182,29456,232,1106,1120,3076,0,1,3904,155,0,-3518,-6199,45489,-26964
1183,29712,216,1134,1824,3076,4095,4095,3919,411,16,-7613,-5943,45473,-31059
1184,29200,184,1298,480,1029,4095,4094,3919,667,16,581,-6454,45441,-22865
1185,29712,152,1334,1072,773,4095,4094,3919,923,16,8771,-5942,45409,-14675
1186,29200,120,1290,352,1029,4095,4094,3919,1179,16,16965,-5430,45441,-22869
1187,30480,40,1318,1072,773,4094,4091,3919,1435,16,-28096,-6710,45521,22192
1188,30736,56,1330,672,2053,0,1,3904,1691,0,-23999,-6966,45505,18095
1189,30736,56,1343,928,1285,0,0,3904,1947,0,-23999,-6966,45505,18095
1190,31248,88,1331,1008,1029,4095,4094,3935,155,16,-15805,-6454,45537,26289
1191,32784,248,1338,240,2821,2,6,3920,411,0,25161,-4918,-20095,1719
1192,33295,24,1311,624,2053,4095,4094,3935,667,16,16967,-4406,45473,-6475
1193,31503,136,1342,1648,1797,4093,4089,3935,923,16,-11698,-6199,45585,30396
1194,28686,216,1371,288,2309,4,11,3920,1179,0,-32167,-3382,-19775,-14671
1195,27663,24,1314,880,2821,4094,4092,3935,1435,16,16989,-2358,45697,1709
1196,27663,24,1386,1632,1029,0,0,3920,1691,0,16989,-2358,45697,1709
1197,28431,232,1350,800,1029,1,3,3920,1947,0,4704,-3126,-19791,13994
1198,28943,8,1314,304,3845,0,2,3936,155,0,12898,-2614,45777,22188
1199,28943,8,1310,432,773,0,0,3936,411,0,12898,-2614,45777,22188
1200,29455,40,1346,816,3845,0,2,3936,667,0,4704,-2102,45809,13994
1201,30735,216,1347,1504,1285,4094,4091,3951,923,16,25179,-822,-19807,-31067
1202,30991,232,1315,368,3077,0,1,3936,1179,0,21082,-1078,-19823,-26970
1203,32015,168,1291,496,3077,4094,4092,3951,1435,16,-28074,-2102,-19759,22186
1204,32015,168,1287,48,1029,0,0,3936,1691,0,-28074,-2102,-19759,22186
1205,30478,8,1327,96,2309,2,6,3936,1947,0,-3504,-566,45681,-2384
1206,29454,200,1366,928,3077,1,4,3952,155,0,-19892,-1590,-19919,-18772
1207,29710,184,1338,800,2053,0,1,3952,411,0,-23987,-1334,-19935,-22867
1208,28942,136,1319,224,2309,1,3,3952,667,0,-11696,-2102,-19983,-10576
1209,35600,232,1303,1648,4,11,26,3952,923,0,29238,4556,-20398,30358
1210,35600,232,1130,1696,4,0,0,3952,1179,0,29238,4556,-20398,30358
1211,29457,104,1130,96,1029,4086,4072,3967,1435,16,-3506,10698,-20782,-2434
1212,28178,24,1142,1264,1796,2,5,3952,1691,0,-23991,11978,-20702,18051
1213,21520,184,1118,112,1797,4085,4070,3967,1947,16,16943,18636,44418,-22883
1214,18960,24,1283,992,1285,4092,4086,3983,155,16,-24027,16075,44258,1683
1215,18960,24,1319,608,261,0,0,3968,411,0,-24027,16075,44258,1683
1216,20495,120,1334,176,2821,2,6,3968,667,0,16927,17611,44354,-22899
1217,27665,184,1114,224,3077,4084,4068,3983,923,16,12803,24576,43906,26225
1218,28689,248,1150,1520,3844,1,4,3968,1179,0,-15873,23756,43842,-22923
1219,28945,232,1123,1632,3332,4095,4095,3983,1435,16,510,23296,43858,-27018
1220,29969,40,1118,992,4,2,4,3968,1691,0,16898,22272,-21742,22130
1221,29201,88,1074,432,1796,1,3,3968,1947,0,29183,23040,-21790,9845
1222,29713,120,1074,944,1796,4095,4094,3999,155,16,-28159,23552,-21758,18039
1223,30225,88,1063,352,260,1,2,3984,411,0,29187,24064,-21790,9849
1224,30481,104,1026,48,3844,4095,4095,3999,667,16,25090,24320,-21774,5752
1225,29968,136,1103,1376,2308,4095,4094,3999,923,16,16900,23808,-21742,-2438
1226,28176,24,1130,928,4,3,7,3984,1179,0,-19957,25600,-21630,-31117
1227,28688,248,1079,608,260,1,2,3984,1435,0,-11767,25088,43938,26229
1228,28944,8,1058,624,2820,4095,4095,3999,1691,16,-7670,24832,-21614,22132
1229,28944,8,1110,1328,772,0,0,3984,1947,0,-7670,24832,-21614,22132
1230,29968,72,1131,1248,3332,1,4,4000,155,0,8718,25857,-21550,-27016
1231,29456,104,1095,880,4,1,2,4000,411,0,16908,25345,-21518,-18826
1232,28432,40,1091,1440,2308,4094,4092,4015,667,16,-32240,24321,-21582,-2438
1233,32529,40,1035,1840,2052,4089,4080,4015,923,16,-32256,28418,43698,-2454
1234,25872,136,1131,288,2309,4085,4070,4015,1179,16,8730,-30460,44114,22096
1235,20497,216,1290,1952,4,9,21,4000,1435,0,-11729,-25086,-21758,-22981
1236,21777,40,1146,1392,772,2,5,4000,1691,0,8756,-26365,43698,22070
1237,21265,72,1047,96,260,1,2,4000,1947,0,16946,-25853,43666,13880
1238,21009,56,1063,496,2052,0,1,4016,155,0,12849,-26109,43650,9783
1239,20497,88,1070,864,2052,4095,4094,4031,411,16,21039,-26621,43682,17973
1240,19473,24,1106,800,4,2,4,4016,667,0,-28109,-27645,43618,-31175
1241,18961,56,1091,1264,1028,4095,4094,4031,923,16,29237,-28157,43650,26171
1242,18193,8,1123,1248,1284,1,3,4016,1179,0,-24008,-27389,43698,13880
1243,18193,8,1147,1952,260,0,0,4016,1435,0,-24008,-27389,43698,13880
1244,18961,56,1319,864,261,4095,4093,4031,1691,16,-11717,-28157,43650,1589
1245,21265,168,1355,224,3333,3,9,4016,1947,0,16964,-30461,-21742,-27092
1246,13327,184,1119,608,2309,4083,4065,4047,155,16,21029,27137,-22238,-23027
1247,12559,232,1318,288,1029,1,3,4032,411,0,-32222,26369,-22190,-10742
1248,10768,120,1307,1120,1285,4093,4089,4047,667,16,-3543,24577,-22302,17937
1249,10512,136,1347,928,2309,0,1,4032,923,0,-7638,24321,-22286,13842
1250,9487,72,1367,1760,2309,4094,4092,4047,1179,16,8750,25346,-22222,-2546
1251,10767,248,1283,544,261,4094,4091,4047,1435,16,29225,24066,43394,-23021
1252,9743,184,1302,752,1797,4094,4092,4047,1691,16,12837,25090,43458,-6633
1253,7695,56,1338,32,2053,3,8,4032,1947,0,-19939,27138,-22206,26143
1254,5390,168,1358,224,5,4,9,4048,155,0,8724,24834,43186,-10730
1255,6414,104,1374,992,5,2,4,4048,411,0,-7656,25857,43122,-27110
1256,7438,168,1322,1056,2053,4094,4092,4063,667,16,-24044,26881,43186,22038
1257,9742,24,1366,368,3845,3,9,4048,923,0,12811,29186,43042,-6643
1258,9742,24,1402,1952,5,0,0,4048,1179,0,12811,29186,43042,-6643
1259,10254,248,1350,816,773,1,2,4048,1435,0,21001,28674,-22462,-14833
1260,4624,152,1299,2016,1284,9,22,4048,1691,0,-3597,-31232,43426,9765
1261,5392,104,1135,1440,1284,1,3,4048,1947,0,-15882,-32000,43474,22050
1262,5904,136,1115,1200,4,1,2,4064,155,0,-7688,-31488,43506,30244
1263,4368,232,1091,432,2052,2,6,4064,411,0,16882,32513,43602,-10722
1264,2577,120,1026,672,2052,4093,4089,4079,667,16,-19975,30721,43490,17957
1265,1553,184,1095,688,3076,1,4,4064,923,0,29181,29697,43554,1577
1266,1553,184,1087,1008,4,0,0,4064,1179,0,29181,29697,43554,1577
1267,3856,40,1090,1904,2820,4092,4087,4079,1435,16,500,27394,43698,30258
1268,3344,8,1114,1648,772,4095,4094,4079,1691,16,-7694,27905,43730,-27084
1269,3344,8,1143,1888,260,0,0,4064,1947,0,-7694,27905,43730,-27084
1270,4112,56,1098,1456,3844,4094,4093,4095,155,16,4597,28674,43778,-14793
1271,3600,88,1034,288,2052,4095,4094,4095,411,16,12787,28162,43810,-6603
1272,3600,88,1075,752,1028,0,0,4080,667,0,12787,28162,43810,-6603
1273,10514,168,1059,1776,1027,11,27,4080,923,0,-7720,-30461,43378,-27110
1274,11794,248,855,1824,1283,4094,4091,4095,1179,16,-28205,-31741,43298,-6625
1275,12818,184,878,1328,2819,1,4,4080,1435,0,-11825,-32765,43362,-23005
1276,19473,88,867,112,3076,4085,4070,4095,1691,16,29161,26117,42946,1545
1277,12559,8,879,432,1028,4085,4069,4095,1947,16,8654,-32505,42514,22052
1278,12047,232,1063,736,2308,4095,4094,15,156,16,460,32519,-23054,13858
1279,13326,152,1090,1568,4,4094,4091,15,412,16,-20015,-31738,-23134,-6617
1280,12559,104,1035,432,4,4095,4093,15,668,16,-7724,-32506,-23182,5674
1281,13583,40,1054,816,2820,4094,4092,15,924,16,8656,-31481,-23246,22054
1282,13071,8,1083,1056,2308,4095,4094,15,1180,16,16850,-30969,-23214,13860
1283,13839,216,1067,944,4,4095,4093,15,1436,16,29135,-31737,42370,1575
1284,14606,8,1063,288,1284,1,3,0,1692,0,-24110,-32505,-23214,-10716
1285,13582,72,1095,624,4,2,4,0,1948,0,-7730,-31481,-23278,-27096
1286,14606,136,1082,1264,2820,4094,4092,31,156,16,8658,-30456,-23214,-10708
1287,19213,104,1150,48,2820,7,18,16,412,0,484,-25849,42034,-18882
1288,23820,136,1030,1952,3076,4088,4078,31,668,16,-7726,-21243,-23214,-27092
1289,23052,184,1050,672,4,4095,4093,31,924,16,-20011,-22011,-23166,26159
1290,23052,184,1079,880,4,0,0,16,1180,0,-20011,-22011,-23166,26159
1291,19725,136,1058,1840,3844,4090,4083,31,1436,16,-7710,-18684,42162,13858
1292,18445,56,1139,1264,1028,2,5,16,1692,0,-28195,-17404,42242,-31193
1293,16653,168,1099,1888,1284,4093,4089,31,1948,16,470,-15611,42130,5678
1294,12300,152,1026,1712,1796,4089,4079,47,156,16,-3643,-19965,-23678,1565
1295,14859,248,1042,1312,4,4092,4086,47,412,16,20943,-17405,41698,26151
1296,15627,40,1127,1248,2308,1,3,32,668,0,8652,-16637,-23790,13860
1297,16907,216,1070,1184,1028,4094,4091,47,924,16,29127,-15357,41666,-31201
1298,17675,8,1098,864,1028,1,3,32,1180,0,16836,-16125,-23918,-18910
1299,18187,232,1135,1904,2052,4095,4094,47,1436,16,25026,-16637,41650,-27100
1300,18955,24,1151,1696,1284,1,3,32,1692,0,-28219,-17405,-23934,26145
1301,19723,232,1111,1648,4,4095,4093,47,1948,16,25032,-18173,41650,-27106
1302,15882,248,1131,48,2052,6,15,48,156,0,29113,-22014,-24126,-23025
1303,15370,24,1035,368,1028,4095,4094,63,412,16,-28233,-22526,41442,-14835
1304,15114,8,1063,496,2052,0,1,48,668,0,-24136,-22782,41426,-10738
1305,14090,72,1090,1456,1796,4094,4092,63,924,16,25020,-23806,41490,-27118
1306,14346,88,1318,688,2821,4095,4095,63,1180,16,20923,-24062,41474,-23021
1307,15114,40,1310,112,1797,1,3,48,1436,0,-32328,-24830,41522,30230
1308,16394,120,1330,1312,5,4094,4091,63,1692,16,-11843,-26110,41442,9745
1309,16906,88,1390,1456,773,1,2,48,1948,0,-20033,-26622,41474,17935
1310,17674,136,1338,544,2053,1,3,64,156,0,-7742,-25854,41522,30226
1311,9996,104,1298,1136,2820,12,30,64,412,0,-15964,32004,42002,22004
1312,8716,24,1095,1632,260,4094,4091,79,668,16,4521,30725,41922,-23047
1313,9996,200,1055,1008,4,4094,4091,79,924,16,24996,32005,-23694,-2572
1314,11021,8,1094,688,2820,1,4,64,1180,0,8608,30981,41778,13816
1315,10765,24,1050,304,1796,0,1,64,1436,0,4513,31237,41762,17911
1316,11789,88,1151,1568,3332,1,4,64,1692,0,20901,30213,41698,1523
1317,10508,168,1130,1120,1028,2,5,64,1948,0,-24160,31493,41618,-18952
1318,8716,56,1118,752,3844,2,7,80,156,0,12697,29701,41506,17905
1319,8972,40,1106,1136,2820,0,1,80,412,0,8602,29957,41490,13810
1320,10507,136,1062,1184,3076,4093,4090,95,668,16,-15980,31492,41586,-10772
1321,8459,8,1087,1760,260,4093,4088,95,924,16,16796,29444,-23822,22004
1322,8203,248,1355,1056,2309,0,1,80,1180,0,20893,29700,41730,17907
1323,8203,248,1343,928,1285,0,0,80,1436,0,20893,29700,41730,17907
1324,525,24,1354,2032,2820,12,30,80,1692,0,29055,-28158,-23326,9745
1325,2061,184,1131,992,3332,2,6,80,1948,0,4485,-29694,42306,-31221
1326,64780,7,1038,1376,2052,4091,4085,111,156,16,24954,-32511,42130,-10752
1327,63757,71,1119,1072,3076,1,4,96,412,0,-24202,32001,42194,5628
1328,64780,135,1143,1392,4,2,4,96,668,0,24946,-32511,42258,-10760
1329,62988,247,1139,1056,260,3,7,96,924,0,-3719,31232,42370,26111
1330,63500,23,1063,352,260,1,2,96,1180,0,-11913,30720,-23198,-31231
1331,59917,247,1135,288,3332,5,14,96,1436,0,-15995,-31028,-23422,26099
1332,60429,23,1146,1696,4,1,2,96,1692,0,4487,-31744,42082,17905
1333,57356,215,1114,160,4,5,12,96,1948,0,-11909,-28672,41890,-31235
1334,58892,55,1083,1568,2308,4093,4090,127,156,16,12673,-27135,-23550,-6653
1335,59660,7,1142,1504,2052,1,3,112,412,0,388,-26367,-23598,-18938
1336,523,152,1150,480,5,4086,4071,127,668,16,16747,-19764,42338,9709
1337,7180,248,1302,1696,3076,10,26,112,924,0,4433,-13311,41922,-14893
1338,6412,200,1314,224,1029,1,3,112,1180,0,16724,-12543,41970,-27184
1339,8460,72,1371,544,2309,3,8,112,1436,0,-16052,-14591,42098,5592
1340,8460,72,1330,736,1029,0,0,112,1692,0,-16052,-14591,42098,5592
1341,10252,216,1367,560,1029,3,7,112,1948,0,20819,-16383,-23326,-31279
1342,12813,120,1142,816,772,4,10,128,156,0,-3747,-13823,42370,9691
1343,11277,216,1123,928,2308,2,6,128,412,0,20823,-15358,42466,-31275
1344,10509,168,1106,1568,4,4095,4093,143,668,16,-32422,-16126,42418,-18984
1345,9485,232,1083,432,4,2,4,128,924,0,16734,-17150,42482,30172
1346,11533,104,1094,224,2052,3,8,128,1180,0,-16042,-19199,-23182,-2588
1347,19468,120,887,1056,1284,4083,4065,143,1436,16,-20169,-27133,-22686,1539
1348,19468,120,1034,96,1028,0,0,128,1692,0,-20169,-27133,-22686,1539
1349,18699,168,1054,160,1028,1,3,128,1948,0,-7884,-26365,-22734,-10746
1350,19468,216,1027,288,260,4095,4093,159,156,16,4407,-25596,-22686,1545
1351,20491,152,1062,176,2820,1,4,144,412,0,-11973,-24573,-22750,-14835
1352,20235,136,890,1824,2051,0,1,144,668,0,-7876,-24829,-22766,-10738
1353,20235,136,1043,240,1028,0,0,144,924,0,-7876,-24829,-22766,-10738
1354,26381,8,890,304,1796,4086,4072,159,1180,16,24868,-30974,-23150,22054
1355,24333,136,1071,1504,260,4093,4088,159,1436,16,-7892,-28927,-23278,-10722
1356,25357,200,1095,1520,2052,4094,4092,159,1692,16,8496,-29950,-23342,-27110
1357,24077,24,1031,560,1028,4094,4091,159,1948,16,28971,-28670,42114,17951
1358,25869,136,1131,928,260,3,7,160,156,0,-7886,-26878,42226,-18906
1359,25357,168,1074,560,3844,0,2,160,412,0,304,-27389,42258,-10716
1360,23310,40,1098,1968,3844,4092,4088,175,668,16,-32456,-29437,42130,22060
1361,24334,232,1094,1520,1796,4094,4092,175,924,16,-16076,-28413,-23470,-27096
1362,24078,216,1075,880,3076,4095,4095,175,1180,16,-11979,-28157,-23454,-31193
1363,24078,216,1067,672,260,0,0,160,1436,0,-11979,-28157,-23454,-31193
1364,17168,40,894,672,1028,4085,4069,175,1692,16,8474,-21246,42514,13890
1365,9998,232,1035,1264,3075,11,28,160,1948,0,-7938,-14077,-23470,30302
1366,17168,168,863,288,3332,4084,4068,191,156,16,-24294,-6907,-23022,13946
1367,15632,8,1047,944,3076,4093,4090,191,412,16,276,-8442,42610,-27020
1368,14864,216,1058,160,2052,1,3,176,668,0,12567,-9210,-22974,-14729
1369,15889,152,1083,480,3332,1,4,176,924,0,28947,-8186,-23038,1651
1370,15632,136,859,1312,2307,0,1,176,1180,0,-32492,-7930,-23022,-2446
1371,15632,136,846,1200,771,0,0,176,1436,0,-32492,-7930,-23022,-2446
1372,16144,168,771,240,1027,4095,4094,191,1692,16,-24298,-8442,-23054,-10640
1373,16400,152,887,1776,2051,0,1,176,1948,0,-28393,-8698,-23038,-6545
1374,15888,120,847,1392,2051,4095,4094,207,156,16,28949,-9210,-23070,-14739
1375,16400,88,863,1648,2051,4095,4094,207,412,16,20759,-8698,-23102,-22929
1376,16656,104,878,1584,2819,0,1,192,668,0,16662,-8442,-23086,-27026
1377,16656,104,887,1824,1283,0,0,192,924,0,16662,-8442,-23086,-27026
1378,15632,40,850,1632,3075,4094,4092,207,1180,16,-32486,-7418,-23022,22122
1379,14608,104,822,352,3,2,4,192,1436,0,16670,-6394,-23086,-27034
1380,13840,56,791,608,259,4095,4093,207,1692,16,4379,-5626,-23038,-14743
1381,14865,248,778,544,2051,4094,4092,207,1948,16,-12001,-6651,42562,1637
1382,14865,248,822,864,3,0,0,208,156,0,-12001,-6651,42562,1637
1383,16656,136,846,496,3843,2,7,208,412,0,24870,-4859,42450,-27028
1384,17680,200,786,624,2819,4094,4092,223,668,16,8482,-3835,42514,22120
1385,16400,24,806,1056,1027,4094,4091,223,924,16,-11993,-5116,-22942,1645
1386,17424,88,803,880,3075,4094,4092,223,1180,16,-28381,-6140,-23006,18033
1387,17680,72,815,560,3075,0,1,208,1436,0,-24286,-6396,-22990,13938
1388,16144,232,871,944,3075,2,6,208,1692,0,16668,-4860,42642,-27016
1389,14096,104,803,1328,3,4093,4088,223,1948,16,-16108,-2812,-23022,5760
1390,15632,200,867,864,3331,2,6,224,156,0,8474,-1275,-22926,30342
1391,13840,56,839,368,3,3,7,224,412,0,-28397,-3067,42722,-6529
1392,13329,24,879,1952,1283,4095,4094,239,668,16,-20203,-3579,42690,1665
1393,17169,40,791,1888,259,4090,4081,239,924,16,-24314,262,-23085,-2446
1394,17169,40,847,1200,1027,0,0,224,1180,0,-24314,262,-23085,-2446
1395,15122,168,882,944,1795,3,8,224,1436,0,8462,2310,-23213,30314
1396,14354,120,839,1440,3331,4094,4093,239,1692,16,-3829,3077,-23165,-22931
1397,16147,8,818,1440,2051,4093,4089,239,1948,16,-32494,1285,-23053,5734
1398,17427,88,835,1520,1027,4094,4091,255,156,16,-12009,2565,-22973,26219
1399,15891,184,1066,1200,3844,4093,4090,255,412,16,12561,1030,-22877,-14747
1400,17171,8,1043,736,1284,4094,4091,255,668,16,-7924,2309,42739,30304
1401,17427,248,1047,160,3332,0,1,240,924,0,-3829,2565,-22813,-31137
1402,11538,136,1038,1840,2819,9,23,240,1180,0,24866,8455,43091,5704
1403,11026,168,1026,224,1028,4095,4094,255,1436,16,16676,8967,43059,13894
1404,13585,72,1051,1376,1284,4092,4086,255,1692,16,-7890,6407,-22637,-27076
1405,12561,136,1094,1456,2820,4094,4092,255,1948,16,8490,7432,-22701,22080
1406,13841,216,1115,864,1284,2,5,256,156,0,28975,8712,-22621,-22971
1407,13073,8,1126,1312,1028,1,3,256,412,0,-24276,7944,42963,-10686
1408,12306,216,1111,1632,260,4095,4093,271,668,16,-11985,7176,-22621,1605
1409,7952,232,1150,176,772,7,17,256,924,0,-16064,2823,43187,-2474
1410,8721,24,1075,480,1284,1,3,256,1180,0,-28355,2055,-22397,9817
1411,9744,216,1098,1504,3076,4094,4092,271,1436,16,-11975,1031,43203,-6563
1412,9233,184,1094,1264,1796,4095,4094,271,1692,16,-20169,1543,43235,1631
1413,7440,40,1078,96,4,3,7,256,1948,0,8496,3336,-22413,-27034
1414,10513,232,1055,1712,1028,4091,4084,287,156,16,-7876,6408,-22221,22130
1415,11537,168,1138,1328,3844,1,4,272,412,0,-24256,7432,-22285,5750
1416,4114,216,1086,1952,1027,12,29,272,668,0,29021,10,-22749,-6509
1417,3346,8,1026,304,3844,4094,4093,287,924,16,16736,-758,42834,-18794
1418,4627,88,1067,1120,1284,4094,4091,287,1180,16,-3749,-2039,42754,1691
1419,6162,248,1119,800,3332,2,6,272,1436,0,20821,-3574,-22686,-22879
