Packet,Epoch,Hadamard_Row,DAC0,DAC1,DAC2,DAC3,DAC4,DAC5,DAC6,DAC7,J+,J-,Delta_J,Scaled_Update
1143,43036,7,1615,2164,2961,2504,3094,2379,1722,1759,843,850,-7,-2
1144,43037,1,1622,2167,2964,2511,3097,2386,1729,1762,858,818,40,6
1145,43037,3,1626,2159,2972,2507,3101,2378,1737,1758,783,630,153,23
1146,43037,5,1599,2178,2991,2480,3082,2405,1764,1739,839,879,-40,-7
1147,43037,7,1611,2176,2993,2468,3070,2407,1762,1751,887,855,32,4
1148,43038,0,1615,2172,2989,2472,3066,2411,1766,1747,862,850,12,1
1149,43038,2,1602,2187,2976,2487,3053,2426,1753,1762,830,870,-40,-7
1150,43038,4,1613,2190,2965,2484,3064,2429,1742,1759,1039,1026,13,1
1151,43038,6,1610,2191,2962,2485,3067,2428,1745,1758,1042,1055,-13,-2
1152,43039,0,1607,2190,2965,2486,3070,2429,1742,1757,879,858,21,3
1153,43039,2,1603,2188,2961,2484,3066,2427,1738,1755,787,811,-24,-4
1154,43039,4,1599,2184,2965,2488,3062,2423,1742,1759,826,782,44,6
1155,43039,5,1605,2190,2971,2494,3056,2417,1736,1753,883,874,9,1
1156,43039,7,1603,2190,2971,2496,3058,2417,1736,1751,795,775,20,3
1157,43040,1,1608,2189,2970,2501,3057,2422,1741,1750,594,587,7,1
1158,43040,3,1610,2193,2966,2499,3059,2426,1737,1748,587,582,5,0
1159,43040,5,1610,2193,2966,2499,3059,2426,1737,1748,623,835,-212,-33
1160,43040,7,1573,2222,2937,2536,3096,2397,1766,1711,846,870,-24,-4
1161,43041,1,1574,2215,2930,2537,3089,2398,1767,1704,843,810,33,5
1162,43041,3,1579,2210,2935,2532,3094,2393,1772,1699,774,810,-36,-6
1163,43041,5,1589,2208,2933,2542,3096,2383,1762,1701,818,835,-17,-3
1164,43041,7,1596,2209,2932,2535,3089,2382,1763,1708,862,850,12,1
1165,43042,0,1597,2208,2931,2536,3088,2383,1764,1707,851,810,41,6
1166,43042,2,1610,2207,2944,2535,3101,2382,1777,1706,811,818,-7,-2
1167,43042,5,1589,2182,2915,2510,3130,2407,1798,1731,583,551,32,4
1168,43042,7,1578,2163,2934,2521,3141,2426,1779,1720,630,618,12,1
1169,43043,1,1570,2157,2928,2513,3135,2418,1771,1714,571,587,-16,-3
1170,43043,2,1567,2160,2925,2516,3132,2421,1768,1717,619,546,73,11
1171,43043,4,1582,2167,2910,2509,3147,2428,1753,1710,555,523,32,4
1172,43043,6,1612,2145,2940,2487,3117,2450,1723,1732,543,587,-44,-7
1173,43044,0,1616,2155,2936,2477,3113,2440,1727,1742,586,575,11,1
1174,43044,2,1617,2156,2937,2478,3114,2441,1728,1743,627,558,69,10
1175,43044,4,1606,2147,2948,2487,3103,2432,1739,1752,562,574,-12,-2
1176,43044,6,1606,2151,2948,2491,3103,2428,1739,1748,547,543,4,0
1177,43045,0,1610,2147,2944,2495,3099,2432,1743,1744,598,515,83,12
1178,43045,2,1569,2164,2903,2512,3058,2449,1702,1761,630,770,-140,-22
1179,43045,4,1543,2146,2929,2530,3032,2431,1728,1779,574,559,15,2
1180,43045,5,1545,2148,2931,2532,3030,2429,1726,1777,635,606,29,4
1181,43045,7,1544,2155,2924,2533,3031,2422,1733,1776,615,622,-7,-2
1182,43046,1,1543,2158,2927,2532,3034,2421,1732,1779,590,595,-5,-1
1183,43046,4,1553,2160,2919,2528,3044,2423,1724,1775,558,583,-25,-4
1184,43046,5,1557,2164,2923,2532,3040,2419,1720,1771,575,574,1,0
1185,43046,7,1552,2159,2928,2537,3045,2424,1715,1766,539,523,16,2
1186,43047,1,1529,2140,2909,2514,3026,2401,1692,1747,327,355,-28,-5
1187,43047,3,1530,2151,2898,2513,3027,2412,1681,1746,323,383,-60,-10
1188,43047,5,1549,2150,2897,2532,3028,2393,1662,1747,523,518,5,0
1189,43047,7,1548,2149,2898,2533,3029,2394,1661,1746,374,382,-8,-2
1190,43048,1,1567,2172,2921,2552,3052,2413,1680,1769,342,299,43,6
1191,43048,4,1539,2208,2937,2528,3024,2449,1696,1745,551,591,-40,-7
1192,43048,6,1548,2213,2946,2533,3015,2444,1687,1740,531,362,169,25
1193,43049,0,1549,2262,2945,2484,3014,2395,1688,1789,358,362,-4,-1
1194,43049,2,1522,2291,2918,2513,2987,2424,1661,1818,586,514,72,10
1195,43049,4,1546,2287,2894,2517,3011,2420,1637,1822,607,563,44,6
1196,43049,6,1558,2287,2906,2517,2999,2420,1625,1822,595,571,24,3
1197,43050,0,1555,2284,2909,2520,3002,2423,1622,1819,631,590,41,6
1198,43050,2,1557,2294,2911,2530,3004,2433,1624,1829,631,639,-8,-2
1199,43050,4,1551,2304,2917,2520,2998,2443,1630,1819,582,554,28,4
1200,43050,6,1539,2308,2905,2524,3010,2439,1642,1815,550,531,19,2
1201,43051,0,1541,2310,2903,2522,3008,2437,1644,1817,566,614,-48,-8
1202,43051,2,1545,2322,2907,2534,3012,2449,1648,1829,638,623,15,2
1203,43051,4,1549,2322,2903,2534,3016,2449,1644,1829,579,599,-20,-4
1204,43051,5,1545,2318,2899,2530,3020,2453,1648,1833,590,594,-4,-1
1205,43051,7,1543,2314,2903,2532,3022,2457,1644,1831,611,602,9,1
1206,43052,1,1545,2314,2903,2534,3022,2459,1646,1831,523,614,-91,-14
1207,43052,4,1559,2298,2917,2522,3036,2443,1660,1819,570,547,23,3
1208,43052,5,1556,2295,2914,2519,3039,2446,1663,1822,610,571,39,5
1209,43052,7,1561,2290,2919,2514,3034,2451,1658,1827,570,611,-41,-7
1210,43053,1,1573,2288,2917,2526,3032,2463,1670,1825,774,610,164,25
1211,43053,3,1595,2260,2945,2504,3054,2435,1698,1803,554,602,-48,-8
1212,43053,5,1606,2255,2940,2515,3059,2424,1687,1808,794,791,3,0
1213,43053,7,1599,2248,2947,2522,3066,2431,1680,1801,515,527,-12,-2
1214,43054,0,1597,2250,2949,2520,3068,2429,1678,1803,535,615,-80,-13
1215,43054,3,1576,2247,2926,2515,3047,2426,1655,1798,546,551,-5,-1
1216,43054,5,1575,2248,2927,2514,3046,2427,1656,1797,522,591,-69,-11
1217,43054,7,1571,2266,2909,2518,3050,2409,1674,1793,558,590,-32,-5
1218,43055,0,1576,2261,2904,2523,3045,2414,1679,1788,531,579,-48,-8
1219,43055,2,1582,2271,2910,2533,3051,2424,1685,1798,518,550,-32,-5
1220,43055,4,1584,2259,2908,2545,3053,2412,1683,1810,615,618,-3,-1
1221,43055,6,1592,2249,2916,2535,3045,2422,1675,1820,598,774,-176,-27
1222,43056,0,1623,2272,2885,2512,3014,2399,1706,1843,571,563,8,1
1223,43056,2,1619,2278,2881,2518,3010,2405,1702,1849,566,578,-12,-2
1224,43056,4,1616,2285,2884,2511,3007,2412,1705,1842,598,555,43,6
1225,43056,6,1607,2282,2875,2508,3016,2415,1714,1845,627,526,101,15
1226,43057,0,1622,2297,2860,2493,3001,2400,1729,1860,603,586,17,2
1227,43057,2,1621,2294,2859,2490,3000,2397,1728,1857,515,535,-20,-4
1228,43057,3,1617,2290,2863,2494,2996,2393,1732,1861,570,542,28,4
1229,43057,5,1612,2293,2866,2489,2993,2398,1737,1858,519,551,-32,-5
1230,43057,7,1621,2292,2867,2480,2984,2399,1736,1867,535,354,181,27
1231,43058,2,1678,2285,2870,2527,2987,2446,1793,1860,538,523,15,2
1232,43058,3,1676,2283,2872,2529,2985,2444,1795,1862,382,611,-229,-35
1233,43058,5,1637,2314,2903,2490,2954,2483,1834,1831,594,574,20,3
1234,43058,7,1638,2309,2908,2489,2953,2488,1829,1832,563,599,-36,-6
1235,43059,1,1629,2288,2887,2480,2932,2479,1820,1811,634,591,43,6
1236,43059,3,1634,2281,2894,2475,2937,2472,1827,1806,599,590,9,1
1237,43059,5,1626,2275,2888,2467,2943,2480,1835,1812,586,598,-12,-2
1238,43059,7,1647,2292,2871,2446,2922,2463,1852,1833,631,614,17,2
1239,43060,1,1655,2296,2875,2454,2926,2471,1860,1837,555,571,-16,-3
1240,43060,3,1654,2289,2882,2455,2925,2464,1867,1838,535,538,-3,-1
1241,43060,5,1680,2317,2910,2481,2897,2438,1841,1810,558,527,31,4
1242,43060,7,1686,2315,2912,2475,2891,2440,1839,1816,339,334,5,0
1243,43061,0,1686,2315,2912,2475,2891,2440,1839,1816,338,370,-32,-5
1244,43061,2,1659,2352,2885,2512,2864,2477,1812,1853,383,350,33,5
1245,43061,4,1675,2346,2869,2518,2880,2471,1796,1859,538,375,163,24
1246,43061,6,1696,2373,2890,2545,2859,2444,1775,1832,527,534,-7,-2
1247,43062,0,1694,2379,2892,2539,2861,2438,1773,1838,514,610,-96,-15
1248,43062,2,1674,2369,2872,2529,2841,2428,1753,1828,519,351,168,25
1249,43062,4,1675,2318,2871,2580,2842,2377,1752,1879,330,326,4,0
1250,43062,6,1670,2323,2866,2585,2847,2372,1757,1874,298,322,-24,-4
1251,43063,0,1671,2314,2865,2594,2846,2381,1758,1865,514,371,143,21
1252,43063,2,1656,2287,2850,2567,2831,2354,1743,1838,274,263,11,1
1253,43063,4,1658,2287,2848,2567,2833,2354,1741,1838,366,379,-13,-2
1254,43063,5,1656,2285,2846,2565,2835,2356,1743,1840,271,382,-111,-17
1255,43064,0,1675,2266,2861,2550,2816,2375,1728,1855,538,363,175,26
1256,43064,2,1699,2294,2885,2578,2840,2403,1752,1883,283,267,16,2
1257,43064,4,1702,2287,2882,2585,2843,2396,1749,1890,382,262,120,18
1258,43064,6,1684,2269,2864,2567,2861,2414,1767,1908,315,274,41,6
1259,43065,0,1703,2262,2845,2574,2842,2421,1786,1901,379,538,-159,-25
1260,43065,2,1729,2286,2871,2598,2868,2445,1812,1925,542,547,-5,-1
1261,43065,3,1728,2285,2872,2599,2867,2444,1813,1926,551,558,-7,-2
1262,43065,5,1704,2257,2844,2575,2895,2468,1837,1954,374,359,15,2
1263,43066,0,1729,2234,2815,2602,2870,2491,1866,1927,531,547,-16,-3
1264,43066,2,1730,2227,2816,2595,2871,2484,1867,1920,538,546,-8,-2
1265,43066,3,1732,2229,2814,2593,2873,2486,1865,1918,322,318,4,0
1266,43066,5,1738,2235,2820,2599,2867,2480,1859,1912,310,330,-20,-4
1267,43066,7,1734,2239,2816,2603,2871,2476,1863,1908,283,282,1,0
1268,43067,1,1731,2236,2813,2600,2868,2473,1860,1905,319,378,-59,-10
1269,43067,3,1718,2243,2806,2613,2855,2480,1853,1918,587,590,-3,-1
1270,43067,5,1720,2243,2806,2615,2855,2478,1851,1918,530,519,11,1
1271,43067,7,1711,2236,2813,2624,2864,2485,1844,1909,539,530,9,1
1272,43068,1,1715,2238,2815,2628,2866,2489,1848,1911,366,538,-172,-27
1273,43068,3,1714,2183,2870,2629,2865,2434,1903,1912,338,522,-184,-29
1274,43068,5,1686,2213,2900,2601,2835,2462,1931,1882,378,383,-5,-1
1275,43068,7,1688,2217,2896,2599,2833,2458,1935,1884,322,343,-21,-4
1276,43069,0,1692,2213,2892,2603,2829,2462,1939,1880,354,535,-181,-28
1277,43069,2,1718,2243,2918,2633,2855,2492,1965,1910,355,334,21,3
1278,43069,4,1711,2256,2925,2620,2848,2505,1972,1897,299,279,20,3
1279,43069,6,1705,2268,2919,2632,2854,2493,1978,1885,334,354,-20,-4
1280,43070,0,1709,2272,2915,2628,2850,2489,1982,1889,319,366,-47,-8
1281,43070,2,1708,2257,2914,2613,2849,2474,1981,1874,378,306,72,10
1282,43070,4,1699,2246,2923,2624,2840,2463,1990,1885,363,330,33,5
1283,43070,6,1697,2238,2921,2616,2842,2471,1992,1893,366,339,27,4
1284,43071,0,1699,2244,2919,2610,2840,2465,1994,1899,294,367,-73,-12
1285,43071,2,1708,2259,2928,2625,2849,2480,2003,1914,266,271,-5,-1
1286,43071,3,1707,2258,2929,2626,2848,2479,2004,1915,306,303,3,0
1287,43071,6,1708,2259,2930,2627,2847,2478,2003,1914,295,290,5,0
1288,43072,0,1704,2263,2934,2623,2851,2474,1999,1918,271,366,-95,-15
1289,43072,2,1689,2248,2919,2608,2836,2459,1984,1903,334,338,-4,-1
1290,43072,3,1690,2249,2918,2607,2837,2460,1983,1902,354,311,43,6
1291,43072,5,1693,2240,2909,2610,2846,2457,1980,1911,331,279,52,7
1292,43072,7,1698,2231,2918,2605,2841,2466,1971,1916,382,262,120,18
1293,43073,1,1680,2249,2936,2587,2859,2448,1953,1934,310,283,27,4
1294,43073,3,1685,2246,2939,2582,2864,2445,1956,1929,354,359,-5,-1
1295,43073,6,1680,2251,2932,2589,2871,2438,1961,1924,342,327,15,2
1296,43074,0,1684,2243,2928,2597,2867,2446,1965,1916,295,295,0,0
1297,43074,2,1677,2250,2921,2604,2860,2453,1958,1923,382,310,72,10
1298,43074,4,1668,2239,2930,2615,2851,2442,1967,1934,307,294,13,1
1299,43074,6,1660,2245,2922,2621,2859,2436,1975,1928,326,343,-17,-3
1300,43075,0,1654,2245,2928,2621,2865,2436,1969,1928,302,306,-4,-1
1301,43075,2,1650,2251,2924,2627,2861,2442,1965,1934,302,303,-1,-1
1302,43075,3,1649,2250,2925,2628,2860,2441,1966,1935,282,307,-25,-4
1303,43075,6,1655,2250,2923,2636,2862,2433,1960,1935,383,347,36,5
1304,43076,0,1643,2252,2935,2634,2874,2431,1948,1937,367,371,-4,-1
1305,43076,2,1642,2251,2934,2633,2873,2430,1947,1936,294,258,36,5
1306,43076,3,1637,2246,2939,2638,2868,2425,1952,1941,383,362,21,3
1307,43076,5,1643,2246,2939,2644,2868,2419,1946,1941,283,298,-15,-3
1308,43076,7,1632,2241,2944,2655,2879,2424,1941,1930,367,331,36,5
1309,43077,1,1621,2240,2943,2644,2878,2413,1930,1929,303,303,0,0
1310,43077,3,1619,2238,2945,2646,2876,2411,1932,1931,354,307,47,7
1311,43077,5,1616,2249,2956,2643,2865,2414,1935,1920,363,275,88,13
1312,43077,7,1600,2259,2946,2659,2881,2404,1945,1904,350,371,-21,-4
1313,43078,1,1595,2262,2949,2654,2884,2399,1940,1907,334,346,-12,-2
1314,43078,3,1615,2278,2933,2634,2904,2415,1924,1887,262,382,-120,-19
1315,43078,5,1595,2296,2951,2614,2886,2435,1944,1869,363,350,13,1
1316,43078,7,1592,2291,2956,2617,2889,2440,1939,1866,338,318,20,3
1317,43079,0,1589,2294,2959,2614,2892,2437,1936,1869,342,310,32,4
1318,43079,2,1591,2284,2961,2604,2894,2427,1938,1859,515,535,-20,-4
1319,43079,5,1588,2275,2960,2609,2895,2422,1941,1868,523,378,145,22
1320,43079,7,1567,2298,2937,2630,2916,2399,1964,1847,338,307,31,4
1321,43080,1,1568,2291,2930,2631,2909,2400,1965,1840,283,291,-8,-2
1322,43080,3,1572,2291,2930,2627,2913,2400,1965,1836,370,383,-13,-2
1323,43080,5,1545,2268,2907,2600,2936,2427,1992,1859,542,558,-16,-3
1324,43080,7,1548,2277,2898,2597,2933,2418,2001,1862,586,595,-9,-2
1325,43081,0,1550,2275,2896,2599,2931,2420,2003,1860,562,583,-21,-4
1326,43081,2,1582,2251,2928,2575,2963,2396,2035,1836,331,363,-32,-5
1327,43081,5,1571,2250,2937,2574,2954,2397,2046,1837,302,326,-24,-4
1328,43081,7,1579,2250,2937,2566,2946,2397,2046,1845,371,527,-156,-24
1329,43082,1,1550,2269,2956,2537,2965,2368,2017,1864,374,522,-148,-23
1330,43082,2,1573,2246,2979,2514,2988,2345,2040,1841,374,346,28,4
1331,43082,4,1574,2237,2978,2523,2989,2336,2039,1850,294,323,-29,-5
1332,43082,6,1574,2247,2978,2533,2989,2326,2039,1840,519,535,-16,-3
1333,43083,0,1572,2243,2980,2537,2991,2330,2037,1836,555,611,-56,-9
1334,43083,2,1597,2236,3005,2530,3016,2323,2062,1829,634,523,111,16
1335,43083,4,1600,2265,3002,2501,3019,2352,2059,1800,558,595,-37,-6
1336,43083,6,1594,2259,2996,2495,3025,2358,2065,1806,591,779,-188,-29
1337,43084,0,1623,2288,2967,2466,2996,2329,2094,1835,838,854,-16,-3
1338,43084,2,1619,2286,2963,2464,2992,2327,2090,1833,779,587,192,29
1339,43084,4,1591,2256,2991,2494,2964,2297,2118,1863,630,578,52,7
1340,43084,5,1584,2249,2984,2487,2971,2304,2125,1870,555,551,4,0
1341,43084,7,1600,2265,2968,2471,2955,2288,2141,1886,618,610,8,1
1342,43085,1,1616,2283,2986,2487,2973,2304,2157,1904,611,610,1,0
1343,43085,4,1619,2282,2983,2488,2976,2303,2154,1905,559,515,44,6
1344,43085,5,1625,2288,2989,2494,2970,2297,2148,1899,347,382,-35,-6
1345,43085,7,1630,2281,2996,2489,2965,2304,2141,1904,599,562,37,5
1346,43086,1,1643,2284,2999,2502,2968,2317,2154,1907,354,327,27,4
1347,43086,3,1640,2289,2994,2505,2965,2322,2149,1910,326,359,-33,-6
1348,43086,5,1633,2294,2999,2498,2960,2329,2156,1905,535,538,-3,-1
1349,43086,7,1634,2297,2996,2497,2959,2326,2159,1906,302,335,-33,-6
1350,43087,1,1641,2292,2991,2504,2954,2333,2166,1901,334,363,-29,-5
1351,43087,3,1639,2300,2983,2506,2952,2341,2158,1903,539,570,-31,-5
1352,43087,5,1670,2321,3004,2537,2931,2310,2127,1882,531,358,173,26
1353,43087,7,1641,2344,2981,2566,2960,2287,2150,1853,371,335,36,5
1354,43088,0,1646,2339,2976,2571,2955,2292,2155,1848,339,339,0,0
1355,43088,2,1639,2346,2969,2578,2948,2299,2148,1855,367,362,5,0
1356,43088,4,1639,2346,2969,2578,2948,2299,2148,1855,310,323,-13,-2
1357,43088,6,1639,2350,2969,2582,2948,2295,2148,1851,335,350,-15,-3
1358,43089,0,1650,2333,2958,2599,2937,2312,2159,1834,370,378,-8,-2
1359,43089,2,1645,2342,2953,2608,2932,2321,2154,1843,290,275,15,2
1360,43089,4,1653,2338,2945,2612,2940,2317,2146,1847,338,358,-20,-4
1361,43089,6,1660,2323,2952,2597,2933,2332,2139,1862,350,375,-25,-4
1362,43090,0,1660,2331,2952,2589,2933,2324,2139,1870,318,322,-4,-1
1363,43090,2,1660,2329,2952,2587,2933,2322,2139,1868,291,350,-59,-10
1364,43090,4,1675,2334,2937,2582,2948,2327,2124,1863,303,270,33,5
1365,43090,5,1670,2329,2932,2577,2953,2332,2129,1868,290,335,-45,-7
1366,43090,7,1659,2332,2929,2588,2964,2329,2132,1857,375,263,112,17
1367,43091,2,1627,2336,2931,2558,2966,2299,2100,1861,318,379,-61,-10
1368,43091,4,1634,2309,2924,2585,2973,2272,2093,1888,278,375,-97,-15
1369,43091,5,1619,2294,2909,2570,2988,2287,2108,1903,367,330,37,5
1370,43091,7,1590,2275,2928,2599,3017,2306,2089,1874,110,258,-148,-23
1371,43092,1,1566,2297,2950,2575,3039,2282,2065,1896,315,366,-51,-8
1372,43092,3,1575,2290,2957,2566,3048,2275,2072,1887,307,307,0,0
1373,43092,5,1577,2292,2959,2568,3046,2273,2070,1885,330,327,3,0
1374,43092,7,1569,2284,2967,2576,3054,2281,2062,1877,567,547,20,3
1375,43093,1,1568,2289,2972,2575,3059,2280,2061,1882,530,523,7,1
1376,43093,3,1564,2283,2978,2579,3055,2274,2067,1886,606,599,7,1
1377,43093,5,1566,2287,2982,2581,3051,2272,2065,1882,551,558,-7,-2
1378,43093,7,1568,2285,2984,2579,3049,2274,2063,1884,350,339,11,1
1379,43094,1,1570,2285,2984,2581,3049,2276,2065,1884,275,335,-60,-10
1380,43094,2,1580,2275,2994,2571,3059,2266,2075,1874,322,334,-12,-2
1381,43094,4,1582,2277,2992,2569,3061,2268,2073,1872,354,371,-17,-3
1382,43094,6,1564,2301,2974,2593,3079,2244,2091,1848,354,379,-25,-4
1383,43095,1,1558,2247,2928,2595,3033,2246,2085,1794,290,339,-49,-8
1384,43095,2,1550,2255,2920,2603,3025,2254,2077,1802,327,375,-48,-8
1385,43095,5,1559,2220,2901,2628,3044,2229,2068,1837,578,598,-20,-4
1386,43095,7,1554,2207,2914,2633,3049,2242,2055,1832,534,626,-92,-15
1387,43096,1,1527,2210,2917,2606,3052,2215,2028,1835,635,599,36,5
1388,43096,2,1522,2215,2912,2611,3047,2220,2023,1840,522,538,-16,-3
1389,43096,4,1526,2217,2908,2609,3051,2222,2019,1838,543,550,-7,-2
1390,43096,6,1530,2217,2912,2609,3047,2222,2015,1838,355,327,28,4
1391,43097,1,1539,2214,2901,2610,3036,2223,2024,1835,311,335,-24,-4
1392,43097,2,1535,2218,2897,2614,3032,2227,2020,1839,343,338,5,0
1393,43097,4,1536,2217,2896,2615,3033,2226,2019,1840,318,338,-20,-4
1394,43097,6,1546,2199,2906,2597,3023,2244,2009,1858,331,355,-24,-4
1395,43098,0,1556,2197,2896,2599,3013,2246,2019,1856,290,118,172,26
1396,43098,2,1577,2228,2917,2630,3034,2277,2040,1887,103,82,21,3
1397,43098,4,1548,2251,2946,2607,3005,2300,2069,1864,263,287,-24,-4
1398,43098,5,1552,2255,2950,2611,3001,2296,2065,1860,338,346,-8,-2
1399,43099,1,1560,2273,2936,2595,2991,2276,2077,1874,310,287,23,3
1400,43099,3,1556,2263,2946,2599,2987,2266,2087,1878,283,307,-24,-4
1401,43099,5,1561,2260,2943,2604,2990,2261,2082,1881,282,271,11,1
1402,43099,7,1538,2239,2964,2627,3013,2282,2061,1858,298,331,-33,-6
1403,43100,0,1532,2245,2970,2621,3019,2276,2055,1864,374,355,19,2
1404,43100,2,1530,2251,2968,2627,3017,2282,2053,1870,311,290,21,3
1405,43100,4,1525,2250,2973,2628,3012,2281,2058,1871,326,339,-13,-2
1406,43100,6,1527,2252,2975,2630,3010,2279,2056,1869,375,363,12,1
1407,43101,0,1527,2254,2975,2628,3010,2277,2056,1871,374,379,-5,-1
1408,43101,2,1525,2258,2973,2632,3008,2281,2054,1875,339,351,-12,-2
1409,43101,4,1525,2254,2973,2636,3008,2277,2054,1879,298,330,-32,-5
1410,43101,6,1517,2252,2965,2634,3016,2279,2062,1881,290,306,-16,-3
1411,43102,0,1518,2257,2964,2629,3015,2274,2063,1886,306,311,-5,-1
1412,43102,2,1520,2253,2966,2625,3017,2270,2065,1882,363,382,-19,-3
1413,43102,3,1523,2256,2963,2622,3020,2273,2062,1879,354,374,-20,-4
1414,43102,5,1510,2251,2958,2609,3025,2286,2075,1884,283,302,-19,-3
1415,43103,0,1494,2251,2968,2615,3041,2286,2065,1878,331,346,-15,-3
1416,43103,2,1499,2252,2973,2616,3046,2287,2070,1879,295,262,33,5
1417,43103,4,1490,2271,2982,2597,3037,2306,2079,1860,347,354,-7,-2
1418,43103,6,1492,2265,2984,2591,3035,2312,2077,1866,279,291,-12,-2
1419,43104,0,1482,2279,2994,2577,3045,2298,2067,1880,383,330,53,8
1420,43104,2,1493,2284,3005,2582,3056,2303,2078,1885,295,342,-47,-8
1421,43104,4,1498,2295,3000,2571,3061,2314,2073,1874,523,539,-16,-3
1422,43104,5,1501,2298,3003,2574,3058,2311,2070,1871,534,375,159,24
1423,43105,0,1493,2248,3059,2576,3066,2361,2014,1869,583,527,56,8
1424,43105,2,1457,2268,3023,2596,3030,2381,1978,1889,555,531,24,3
1425,43105,3,1460,2271,3020,2593,3033,2384,1975,1886,375,358,17,2
1426,43105,5,1462,2277,3026,2595,3027,2382,1973,1880,558,618,-60,-10
1427,43106,1,1470,2275,3042,2581,3023,2388,1961,1898,583,583,0,0
1428,43106,3,1470,2275,3042,2581,3023,2388,1961,1898,574,587,-13,-2
1429,43106,5,1464,2273,3040,2575,3025,2394,1967,1900,539,531,8,1
1430,43106,6,1465,2272,3041,2574,3024,2395,1966,1901,519,634,-115,-18
1431,43107,1,1451,2250,3055,2596,3038,2417,1952,1879,587,611,-24,-4
1432,43107,3,1441,2248,3057,2606,3028,2415,1954,1889,519,639,-120,-19
1433,43107,5,1464,2233,3042,2629,3043,2392,1931,1904,570,598,-28,-5
1434,43107,6,1469,2228,3047,2624,3038,2397,1926,1909,598,618,-20,-4
1435,43108,0,1475,2230,3041,2622,3032,2395,1932,1911,531,638,-107,-17
1436,43108,2,1459,2212,3025,2604,3016,2377,1916,1893,563,603,-40,-7
1437,43108,4,1473,2212,3011,2604,3030,2377,1902,1893,542,518,24,3
1438,43108,6,1478,2201,3016,2593,3025,2388,1897,1904,594,606,-12,-2
1439,43109,0,1483,2192,3011,2602,3020,2397,1902,1895,866,834,32,4
1440,43109,2,1478,2189,3006,2599,3015,2394,1897,1892,847,858,-11,-2
1441,43109,4,1471,2192,3013,2596,3008,2397,1904,1889,830,854,-24,-4
1442,43109,6,1470,2185,3012,2589,3009,2404,1905,1896,858,887,-29,-5
1443,43109,7,1475,2190,3007,2584,3004,2399,1910,1901,862,826,36,5
1444,43110,1,1479,2184,3001,2588,2998,2403,1914,1895,839,874,-35,-6
1445,43110,3,1458,2151,3034,2609,2977,2370,1947,1916,603,579,24,3
1446,43110,5,1459,2146,3029,2610,2982,2369,1946,1921,570,610,-40,-7
1447,43110,7,1456,2157,3018,2613,2985,2358,1957,1918,547,638,-91,-14
1448,43111,1,1474,2147,3008,2631,2975,2376,1975,1908,518,550,-32,-5
1449,43111,4,1476,2155,2996,2633,2977,2384,1963,1910,519,610,-91,-14
1450,43111,5,1462,2141,2982,2619,2991,2398,1977,1924,570,591,-21,-4
1451,43111,7,1469,2140,2983,2612,2984,2399,1976,1931,562,563,-1,-1
1452,43112,1,1470,2143,2986,2613,2987,2400,1977,1934,346,330,16,2
1453,43112,3,1490,2167,2962,2593,3007,2424,1953,1914,374,531,-157,-24
1454,43112,5,1465,2190,2985,2568,2984,2449,1978,1891,567,598,-31,-5
1455,43112,7,1457,2192,2983,2576,2992,2447,1980,1883,598,587,11,1
1456,43113,1,1427,2164,2955,2546,2964,2417,1950,1855,346,530,-184,-29
1457,43113,3,1395,2190,2929,2578,2932,2443,1924,1887,586,562,24,3
1458,43113,5,1396,2197,2936,2579,2925,2442,1923,1880,338,359,-21,-4
1459,43113,6,1400,2193,2940,2575,2921,2446,1919,1884,346,339,7,1
1460,43114,0,1403,2188,2937,2580,2918,2451,1922,1879,354,346,8,1
1461,43114,2,1398,2195,2932,2587,2913,2458,1917,1886,326,343,-17,-3
1462,43114,4,1377,2222,2953,2560,2892,2485,1938,1859,546,535,11,1
1463,43114,6,1366,2231,2942,2569,2903,2476,1949,1850,546,547,-1,-1
1464,43115,0,1364,2231,2944,2569,2905,2476,1947,1850,583,559,24,3
1465,43115,2,1362,2227,2942,2565,2903,2472,1945,1846,375,559,-184,-29
1466,43115,4,1339,2192,2965,2600,2880,2437,1968,1881,531,519,12,1
1467,43115,6,1342,2191,2968,2599,2877,2438,1965,1882,606,619,-13,-2
1468,43115,7,1344,2193,2966,2597,2875,2436,1967,1884,638,791,-153,-24
1469,43116,1,1322,2219,2992,2575,2901,2414,1945,1910,631,778,-147,-23
1470,43116,3,1322,2173,3038,2575,2901,2368,1991,1910,770,606,164,25
1471,43116,5,1347,2148,3013,2600,2926,2343,1966,1935,598,591,7,1
1472,43116,7,1346,2145,3016,2601,2927,2346,1963,1934,634,779,-145,-23
1473,43117,1,1371,2124,2995,2626,2906,2371,1988,1913,794,783,11,1
1474,43117,3,1372,2123,2996,2625,2907,2370,1989,1912,802,831,-29,-5
1475,43117,5,1377,2118,2991,2630,2912,2365,1984,1917,787,806,-19,-3
1476,43117,7,1371,2106,3003,2636,2918,2377,1972,1911,775,787,-12,-2
1477,43118,0,1369,2108,3005,2634,2920,2375,1970,1913,831,859,-28,-5
1478,43118,2,1360,2107,2996,2633,2911,2374,1961,1912,831,895,-64,-10
1479,43118,5,1407,2146,3015,2660,2892,2347,1914,1873,838,815,23,3
1480,43118,6,1410,2143,3018,2657,2889,2350,1911,1876,770,638,132,20
